Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_06655,-0.57,6.84E-02,no,-1.04,1.55E-03,initial,0.11,9.97E-01,no,-0.93,3.86E-03,initial,0.25,6.88E-01,no,-0.78,1.41E-02,initial,APY09_06655,forward,hypothetical protein,K02114,C: Energy production and conversion ,,APY09_RS06650,GI:489889476,WP_003792926.1,hypothetical protein,,GI:960429232,KSW11136.1,ATP synthase subunit epsilon,,XH001_01349,ATP synthase epsilon chain,atpC,,fig|1660.4.peg.1361,ATP synthase epsilon chain (EC 3.6.3.14),3.6.3.14,Energy,SEED:fig|1660.5.peg.1284,ATP synthase epsilon chain (EC 3.6.3.14),3.6.3.14,ATP synthase,atpC,,K02114,"ko00190,ko00195,ko01100,",M00157,,,C: Energy production and conversion ,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0045259,GO:0045261,GO:0046034,GO:0046390,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600",A0A0V8RSS9,ATP synthase subunit epsilon,,,GO:0015986; GO:0045261; GO:0046933,"proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]",,,APY09_06655,,APY09_06655,-0.782323112,0.014075257,down
APY09_06660,-0.96,7.82E-03,decreased,-1.12,2.36E-03,initial,0.15,9.97E-01,no,-0.96,7.16E-03,initial,0.51,4.04E-01,no,-0.61,7.85E-02,no,APY09_06660,forward,hypothetical,,S: Function Unknown ,,APY09_RS06655,GI:983398414,WP_060566927.1,hypothetical protein,,GI:960429233,KSW11137.1,hypothetical protein,,XH001_01350,hypothetical protein,,,fig|1660.4.peg.1362,,,,SEED:fig|1660.5.peg.1285,putative secreted/membrane protein,,Protein of unknown function (DUF2550),,,,,,,,S: Function Unknown ,,A0A0V8RSU3,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 6..25;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06660,,APY09_06660,-0.610213303,0.078492987,unchanged
APY09_06665,-0.89,3.02E-04,decreased,-1.33,1.76E-06,initial,0.07,9.97E-01,no,-1.27,3.65E-06,initial,0.15,7.56E-01,no,-1.19,1.26E-05,initial,APY09_06665,forward,endonuclease,K07503,L: Replication and repair ,,APY09_RS06660,GI:983398416,WP_060566929.1,endonuclease,,GI:960429234,KSW11138.1,hypothetical protein,,XH001_01351,hypothetical protein,,,fig|1660.4.peg.1363,,,,SEED:fig|1660.5.peg.1286,FIG00996186: hypothetical protein,,Cleaves both 3' and 5' ssDNA extremities of branched DNA structures,nucS,,K07503,,,,,L: Replication and repair ,,A0A0V8RT07,Endonuclease NucS (EC 3.1.-.-),nucS,3.1.-.-,GO:0000014; GO:0003677; GO:0005737,cytoplasm [GO:0005737]; DNA binding [GO:0003677]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00722}.,,APY09_06665,,APY09_06665,-1.185429495,1.25784E-05,down
APY09_06670,-0.94,4.17E-05,decreased,-1.42,1.05E-07,initial,0.02,9.97E-01,no,-1.40,1.41E-07,initial,0.20,6.14E-01,no,-1.22,1.41E-06,initial,APY09_06670,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS06665,GI:983398419,WP_060566932.1,hypothetical protein,,GI:960429235,KSW11139.1,hypothetical protein,,XH001_01352,hypothetical protein,,,fig|1660.4.peg.1364,,,,SEED:fig|1660.5.peg.1287,hypothetical protein,,Winged helix DNA-binding domain,,,,,,,,S: Function Unknown ,,A0A0V8RT40,Uncharacterized protein,,,,,,,APY09_06670,,APY09_06670,-1.220092528,1.40532E-06,down
APY09_06675,0.06,7.00E-01,no,-0.01,9.66E-01,no,0.04,9.97E-01,no,0.03,8.55E-01,no,0.03,9.40E-01,no,0.02,9.05E-01,no,APY09_06675,forward,N-acetylglucosamine-6-phosphate deacetylase,K01443,G: Carbohydrate metabolism and transport ,,APY09_RS06670,GI:983398421,WP_060566934.1,N-acetylglucosamine-6-phosphate deacetylase,,GI:960429236,KSW11140.1,N-acetylglucosamine-6-phosphate deacetylase,,XH001_01353,N-acetylglucosamine-6-phosphate deacetylase,nagA,3.5.1.25,fig|1660.4.peg.1365,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),3.5.1.25,,SEED:fig|1660.5.peg.1288,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),3.5.1.25,Belongs to the metallo-dependent hydrolases superfamily. NagA family,nagA,3.5.1.25,K01443,"ko00520,ko01130,",,R02059,"RC00166,RC00300",G: Carbohydrate metabolism and transport ,,A0A0V8RST3,N-acetylglucosamine-6-phosphate deacetylase,,,GO:0005975; GO:0006044; GO:0008448; GO:0046872,metal ion binding [GO:0046872]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044],,,APY09_06675,,APY09_06675,0.021058558,0.904540438,unchanged
APY09_06680,0.13,4.69E-01,no,-0.17,3.25E-01,no,-0.03,9.97E-01,no,-0.21,2.26E-01,no,0.05,9.20E-01,no,-0.13,4.68E-01,no,APY09_06680,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS06675,GI:983398680,WP_060567193.1,hypothetical protein,,GI:960429384,KSW11288.1,hypothetical protein,,XH001_01354,hypothetical protein,,,fig|1660.4.peg.1366,,,,SEED:fig|1660.5.peg.1289,hypothetical protein,,An automated process has identified a potential problem with this gene model,,,,,,,,S: Function Unknown ,,A0A0V8RTI8,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 198..218;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06680,,APY09_06680,-0.127352699,0.468145511,unchanged
APY09_06685,-0.03,8.98E-01,no,-0.59,7.33E-03,initial,0.04,9.97E-01,no,-0.55,1.15E-02,initial,0.20,6.37E-01,no,-0.40,6.24E-02,no,APY09_06685,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS06680,GI:983398424,WP_060566937.1,hypothetical protein,,GI:960429237,KSW11141.1,hypothetical protein,,XH001_01355,hypothetical protein,,,fig|1660.4.peg.1367,,,,SEED:fig|1660.5.peg.1290,FIG00817930: hypothetical protein,,,,,,,,,,,,A0A0V8RSU0,Uncharacterized protein,,,,,,,APY09_06685,,APY09_06685,-0.400478936,0.062402017,unchanged
APY09_06690,-0.66,2.33E-04,decreased,-1.27,3.01E-08,initial,0.08,9.97E-01,no,-1.19,7.70E-08,initial,0.16,6.09E-01,no,-1.11,3.19E-07,initial,APY09_06690,forward,thioredoxin 1,K03671,"O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS06685,GI:983398426,WP_060566939.1,thioredoxin,,GI:960429238,KSW11142.1,thioredoxin,,XH001_01356,Thioredoxin,trxA,,fig|1660.4.peg.1368,,,,SEED:fig|1660.5.peg.1291,FIG000875: Thioredoxin domain-containing protein EC-YbbN,,Thioredoxin,trxA2,,"K03671,K05838","ko04621,ko05418,",,,,"O: Post-translational modification, protein turnover, chaperone functions ","GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944",A0A0V8RST4,Thioredoxin,,,GO:0005623; GO:0045454,cell [GO:0005623]; cell redox homeostasis [GO:0045454],,,APY09_06690,,APY09_06690,-1.109174124,3.19E-07,down
APY09_06695,-1.51,9.23E-05,decreased,-1.54,6.81E-05,initial,0.04,9.97E-01,no,-1.50,9.94E-05,initial,0.16,8.61E-01,no,-1.37,3.26E-04,initial,APY09_06695,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS06690,GI:983398428,WP_060566941.1,hypothetical protein,,GI:960429239,KSW11143.1,cation transporter,,XH001_01357,hypothetical protein,,,fig|1660.4.peg.1369,,,,SEED:fig|1660.5.peg.1292,FIG00356799: hypothetical protein,,,,,,,,,,,,A0A0V8RST8,Cation transporter,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 6..23;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06695,,APY09_06695,-1.370805079,0.000326073,down
APY09_06700,0.39,7.61E-02,no,0.48,2.82E-02,no,-0.30,9.97E-01,no,0.18,4.07E-01,no,-0.33,3.62E-01,no,0.14,5.22E-01,no,APY09_06700,reverse,"1,4-alpha-glucan branching enzyme",K00700,G: Carbohydrate metabolism and transport ,,APY09_RS06695,GI:983398431,WP_060566944.1,"1,4-alpha-glucan branching enzyme",,GI:960429240,KSW11144.1,glycogen branching protein,,XH001_01358,"1,4-alpha-glucan branching enzyme GlgB",glgB,2.4.1.18,fig|1660.4.peg.1370,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",2.4.1.18,Metabolism,SEED:fig|1660.5.peg.1293,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",2.4.1.18,"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position",glgB,2.4.1.18,K00700,"ko00500,ko01100,ko01110,",M00565,R02110,,G: Carbohydrate metabolism and transport ,"GO:0000271,GO:0003674,GO:0003824,GO:0003844,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0055114,GO:0071704,GO:1901576",A0A0V8RT34,"1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)",glgB,2.4.1.18,GO:0003844; GO:0004553; GO:0005978; GO:0043169; GO:0102752,"1,4-alpha-glucan branching enzyme activity [GO:0003844]; 1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) [GO:0102752]; cation binding [GO:0043169]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen biosynthetic process [GO:0005978]",,,APY09_06700,,APY09_06700,0.139949404,0.521565424,unchanged
APY09_06705,0.21,3.56E-01,no,0.30,1.78E-01,no,-0.16,9.97E-01,no,0.14,5.49E-01,no,-0.44,2.04E-01,no,-0.15,5.32E-01,no,APY09_06705,reverse,"alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase",K16147,G: Carbohydrate metabolism and transport ,,APY09_RS06700,GI:983398682,WP_060567195.1,"alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase",,GI:960429385,KSW11289.1,"alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase",,XH001_01359,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2",glgE2,2.4.99.16,fig|1660.4.peg.1371,Putative glucanase glgE (EC 3.2.1.-),3.2.1.-,,SEED:fig|1660.5.peg.1294,Alpha-amylase (EC 3.2.1.1),3.2.1.1,"Maltosyltransferase that uses maltose 1-phosphate (M1P) as the sugar donor to elongate linear or branched alpha-(1- 4)- glucans. Is involved in a branched alpha-glucan biosynthetic pathway from trehalose, together with TreS, Mak and GlgB",glgE,2.4.99.16,K16147,"ko00500,ko01100,",,R09994,,G: Carbohydrate metabolism and transport ,,A0A0V8RTA8,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (GMPMT) (EC 2.4.99.16) ((1->4)-alpha-D-glucan:maltose-1-phosphate alpha-D-maltosyltransferase)",glgE,2.4.99.16,GO:0004553; GO:0016758; GO:0030979,"hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; transferase activity, transferring hexosyl groups [GO:0016758]; alpha-glucan biosynthetic process [GO:0030979]",,,APY09_06705,,APY09_06705,-0.147544588,0.532137189,unchanged
APY09_06710,-0.29,3.27E-01,no,-0.36,2.16E-01,no,-0.11,9.97E-01,no,-0.47,1.06E-01,no,-0.19,7.39E-01,no,-0.54,6.81E-02,no,APY09_06710,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS06705,GI:983398433,WP_060566946.1,hypothetical protein,,GI:960429241,KSW11145.1,hypothetical protein,,XH001_01360,hypothetical protein,,,fig|1660.4.peg.1372,,,,SEED:fig|1660.5.peg.1295,hypothetical protein,,,,,,,,,,,,A0A0V8RSX7,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 20..43;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 55..80;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06710,,APY09_06710,-0.54349944,0.068139942,unchanged
APY09_06715,0.08,7.54E-01,no,-0.26,2.68E-01,no,-0.04,9.97E-01,no,-0.30,2.01E-01,no,-0.08,8.92E-01,no,-0.33,1.58E-01,no,APY09_06715,reverse,tryptophan--tRNA ligase,K01867,J: Translation ,,APY09_RS06710,GI:736445614,WP_034467490.1,tryptophan--tRNA ligase,,GI:960429242,KSW11146.1,tryptophan--tRNA ligase,,XH001_01361,Tryptophan--tRNA ligase 2,trpS2,6.1.1.2,fig|1660.4.peg.1373,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),6.1.1.2,Protein Processing,SEED:fig|1660.5.peg.1296,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),6.1.1.2,Belongs to the class-I aminoacyl-tRNA synthetase family,trpS,6.1.1.2,K01867,"ko00970,","M00359,M00360",R03664,"RC00055,RC00523",J: Translation ,"GO:0003674,GO:0003824,GO:0004812,GO:0004830,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006436,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",A0A0V8RT72,Tryptophan--tRNA ligase,,,GO:0004830; GO:0005524; GO:0006436,ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]; tryptophanyl-tRNA aminoacylation [GO:0006436],,,APY09_06715,,APY09_06715,-0.333653674,0.15776167,unchanged
APY09_06720,0.14,4.01E-01,no,0.15,3.63E-01,no,-0.11,9.97E-01,no,0.04,8.06E-01,no,-0.23,4.19E-01,no,-0.08,6.37E-01,no,APY09_06720,reverse,glycogen debranching enzyme GlgX,"K01214,K02438",G: Carbohydrate metabolism and transport ,,APY09_RS06715,GI:983398435,WP_060566948.1,glycogen debranching enzyme GlgX,,GI:960429243,KSW11147.1,glycogen debranching protein,,XH001_01362,Glycogen debranching enzyme,glgX_1,3.2.1.-,fig|1660.4.peg.1374,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",3.2.1.-,Metabolism,SEED:fig|1660.5.peg.1297,Glycogen debranching enzyme (EC 3.2.1.-),,Belongs to the glycosyl hydrolase 13 family,glgX,"3.2.1.196,3.2.1.68","K01214,K02438","ko00500,ko01100,ko01110,",M00565,"R02111,R09995,R11261",,G: Carbohydrate metabolism and transport ,,A0A0V8RSV8,Glycogen debranching protein,,,GO:0004133; GO:0004553; GO:0005980,"glycogen debranching enzyme activity [GO:0004133]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; glycogen catabolic process [GO:0005980]",,,APY09_06720,,APY09_06720,-0.082685519,0.636581585,unchanged
APY09_06725,0.12,4.49E-01,no,-0.55,9.75E-04,initial,-0.15,9.97E-01,no,-0.71,6.24E-05,initial,-0.08,8.14E-01,no,-0.64,2.07E-04,initial,APY09_06725,forward,electron transfer flavoprotein subunit beta,"K03521,K22431",C: Energy production and conversion ,,APY09_RS06720,GI:983398437,WP_060566950.1,electron transfer flavoprotein subunit beta,,GI:960429244,KSW11148.1,electron transfer flavoprotein subunit beta,,XH001_01363,Electron transfer flavoprotein subunit beta,etfB,,fig|1660.4.peg.1375,,,,SEED:fig|1660.5.peg.1298,"Electron transfer flavoprotein, beta subunit",,Electron transfer flavoprotein,etfB,1.3.1.108,"K03521,K22431",,,,,C: Energy production and conversion ,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009987,GO:0016491,GO:0016627,GO:0016628,GO:0022900,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071949,GO:0097159,GO:1901265,GO:1901363",A0A0V8RST6,Electron transfer flavoprotein subunit beta,,,GO:0009055,electron transfer activity [GO:0009055],,,APY09_06725,,APY09_06725,-0.64119467,0.000207467,down
APY09_06730,-0.06,7.73E-01,no,-0.50,1.17E-02,initial,-0.22,9.97E-01,no,-0.72,5.45E-04,initial,-0.24,4.89E-01,no,-0.74,4.59E-04,initial,APY09_06730,forward,electron transporter,K03522,C: Energy production and conversion ,,APY09_RS06725,GI:983398440,WP_060566953.1,electron transporter,,GI:960429245,KSW11149.1,electron transporter,,XH001_01364,Acryloyl-CoA reductase electron transfer subunitbeta,acrA,,fig|1660.4.peg.1376,,,,SEED:fig|1660.5.peg.1299,"Electron transfer flavoprotein, alpha subunit",,Electron transfer flavoprotein,etfA,,K03522,,,,,C: Energy production and conversion ,,A0A0V8RT68,Electron transporter,,,GO:0009055; GO:0050660,electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660],,,APY09_06730,,APY09_06730,-0.740763797,0.000458776,down
APY09_06735,-0.31,4.00E-02,no,-0.56,5.89E-04,initial,-0.24,9.97E-01,no,-0.79,1.30E-05,initial,-0.09,7.90E-01,no,-0.65,1.93E-04,initial,APY09_06735,forward,aminotransferase,K04487,E: Amino Acid metabolism and transport ,,APY09_RS06730,GI:983398443,WP_060566956.1,aminotransferase,,GI:960429246,KSW11150.1,aminotransferase,,XH001_01365,Cysteine desulfurase,iscS,2.8.1.7,fig|1660.4.peg.1377,Cysteine desulfurase (EC 2.8.1.7),2.8.1.7,,SEED:fig|1660.5.peg.1300,Cysteine desulfurase (EC 2.8.1.7),2.8.1.7,Cysteine desulfurase,iscS,2.8.1.7,K04487,"ko00730,ko01100,ko04122,",,"R07460,R11528,R11529","RC01789,RC02313",E: Amino Acid metabolism and transport ,"GO:0003674,GO:0003824,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016226,GO:0016740,GO:0016782,GO:0016783,GO:0022607,GO:0031071,GO:0031163,GO:0040007,GO:0044085,GO:0044237,GO:0051186,GO:0071840",A0A0V8RSV9,Aminotransferase,,,GO:0008483,transaminase activity [GO:0008483],,,APY09_06735,,APY09_06735,-0.645846665,0.000192943,down
APY09_06740,-0.58,5.11E-04,decreased,-0.82,7.84E-06,initial,-0.24,9.97E-01,no,-1.05,3.42E-07,initial,0.02,9.76E-01,no,-0.79,2.29E-05,initial,APY09_06740,forward,tRNA 2-thiouridine(34) synthase MnmA,K00566,J: Translation ,,APY09_RS06735,GI:983398445,WP_060566958.1,tRNA 2-thiouridine(34) synthase MnmA,,GI:960429247,KSW11151.1,tRNA-specific 2-thiouridylase,,XH001_01366,tRNA-specific 2-thiouridylase MnmA,mnmA,2.8.1.-,fig|1660.4.peg.1378,,,,SEED:fig|1660.5.peg.1301,tRNA-specific 2-thiouridylase MnmA,,"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34",mnmA,2.8.1.13,K00566,"ko04122,",,R08700,"RC02313,RC02315",J: Translation ,,A0A0V8RST5,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),mnmA,2.8.1.13,GO:0000049; GO:0005524; GO:0005737; GO:0006400; GO:0016783,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]; tRNA modification [GO:0006400],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00144}.,,APY09_06740,,APY09_06740,-0.789610337,2.28765E-05,down
APY09_06750,0.10,5.90E-01,no,0.13,4.59E-01,no,-0.11,9.97E-01,no,0.02,9.17E-01,no,-0.18,5.74E-01,no,-0.06,7.48E-01,no,APY09_06750,forward,peroxiredoxin,K03564,"O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS06745,GI:983398447,WP_060566960.1,peroxiredoxin,,GI:960429248,KSW11152.1,peroxiredoxin,,XH001_01368,Putative peroxiredoxin/MT2597,bcp,1.11.1.15,fig|1660.4.peg.1379,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",1.11.1.15,,SEED:fig|1660.5.peg.1302,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)",1.11.1.15,"Antioxidant, AhpC TSA family",bcp,1.11.1.15,K03564,,,,,"O: Post-translational modification, protein turnover, chaperone functions ","GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008379,GO:0009636,GO:0009987,GO:0016020,GO:0016209,GO:0016491,GO:0016667,GO:0016671,GO:0016684,GO:0032843,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0070887,GO:0071944,GO:0097237,GO:0098754,GO:0098869,GO:1990748",A0A0V8RST9,Peroxiredoxin,,,GO:0005623; GO:0016209; GO:0016491; GO:0045454,cell [GO:0005623]; antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]; cell redox homeostasis [GO:0045454],,,APY09_06750,,APY09_06750,-0.062145735,0.747992457,unchanged
APY09_06755,0.06,8.17E-01,no,1.34,1.21E-06,increased,0.10,9.97E-01,no,1.43,3.75E-07,recovery,0.12,8.07E-01,no,1.46,3.05E-07,recovery,APY09_06755,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS06750,GI:983398449,WP_060566962.1,hypothetical protein,,GI:960429249,KSW11153.1,hypothetical protein,,XH001_01369,hypothetical protein,,,fig|1660.4.peg.1380,,,,SEED:fig|1660.5.peg.1303,hypothetical protein,,,,,,,,,,,,A0A0V8RSX4,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 202..229;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06755,,APY09_06755,1.458161312,3.05E-07,up
APY09_06760,0.71,7.08E-04,increased,1.66,1.25E-08,increased,0.12,9.97E-01,no,1.78,3.34E-09,recovery,0.04,9.41E-01,no,1.70,8.09E-09,recovery,APY09_06760,forward,ABC transporter,K01990,V:  Defense mechanisms,unknown,APY09_RS06755,GI:983398451,WP_060566964.1,ABC transporter,,GI:960429250,KSW11154.1,ABC transporter,,XH001_01370,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,drrA_2,3.6.3.-,fig|1660.4.peg.1381,,,,SEED:fig|1660.5.peg.1304,"putative ABC transporter, ATP-binding protein",,ABC transporter,natA,,K01990,,M00254,,,V:  Defense mechanisms,,A0A0V8RT26,ABC transporter,,,GO:0005524; GO:0016887,ATP binding [GO:0005524]; ATPase activity [GO:0016887],,,APY09_06760,,APY09_06760,1.701342388,8.09E-09,up
